"r";"nsd_id";"election_year";"start";"end";"cabinet_name";"last_name";"first_name";"party";"election_date";"cause";"reshuffle";"prime_minister";"gender";"education";"duration";"birth";"pre45_exp";"CabinetType";"structure";"From";"To";"cabinet_duration";"CabinetPartiesNor";"year_start";"year_end";"post";"resigcalls";"resigcalls_cum";"rc_cum_lag";"rc_opposition";"rc_paper";"rc_organization";"rc_party";"rc_expert";"rc_citizens";"rc_voteofconf";"parl_start";"parlTen_cum";"youthCen";"youthLoc";"minister_exp_cum_y_lag";"parlTen_dum";"start_year";"age";"age_cen";"pm_name";"education_dum";"dur_start";"dur_end";"leave";"event2";"jurisdiction";"rc_paper_dum";"rc_party_dum";"rc_organization_dum";"rc_opposition_dum";"timeint"
"344";657;1969;1970-08-29;1971-03-16;"Borten II";"Rognlien";"Helge";"V";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";199;1920;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1970;1971;"Kommunalminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;0;0;1970;50;0,835098335854767;"Borten";"Higher";332;531;0;0;"Regional";0;0;0;0;3,21148375207703
"345";662;1965;1965-10-12;1969-09-30;"Borten I";"Rostoft";"Sverre Walter";"H";"1965-09-13";"Not dismissed";"0";0;"Male";"Higher education";1449;1912;0;"Majority";"Coalition";1965-10-12;1969-09-30;1449;"H+Sp+KrF+V";1965;1969;"Industriminister";0;0;0;0;0;0;0;0;0;0;"1965-10-01";1473;0;0;0;1;1965;53;3,83509833585477;"Borten";"Higher";0;1449;0;0;"Industry";0;0;0;0;2,99257877810457
"346";662;1969;1969-10-01;1971-03-16;"Borten II";"Rostoft";"Sverre Walter";"H";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";531;1912;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1969;1971;"Industriminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";1473;0;0;3,96714579055441;1;1969;57;7,83509833585477;"Borten";"Higher";0;531;0;0;"Industry";0;0;0;0;3,17416766703903
"347";670;1973;1976-01-15;1977-09-30;"Nordli I";"Ryste";"Ruth Anlaug";"DNA";"1973-10-10";"Not dismissed";"0";0;"Female";"Higher education";624;1932;0;"Minority";"Single-party";1976-01-15;1977-09-30;624;"Ap";1976;1977;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;0;0;1976;44;-5,16490166414523;"Nordli";"Higher";0;624;0;0;"Social";0;0;0;0;3,40770139567534
"348";670;1977;1977-10-01;1979-10-08;"Nordli II";"Ryste";"Ruth Anlaug";"DNA";"1977-10-12";"Unkown";"0";0;"Female";"Higher education";737;1932;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1977;1979;"Sosialminister";2;2;0;0;1;1;0;0;0;0;"1977-10-01";0;0;0;1,70841889117043;0;1977;45;-4,16490166414523;"Nordli";"Higher";0;737;0;1;"Social";1;0;1;0;3,46282269707221
"349";672;1981;1981-10-14;1983-06-07;"Willoch I";"Røkke";"Mona";"H";"1981-10-14";"Not dismissed";"0";0;"Female";"Higher education";601;1940;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1981;1983;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";1474;0;0;0;1;1981;41;-8,16490166414523;"Willoch";"Higher";0;601;0;0;"Justice";0;0;0;0;3,58192058213912
"350";672;1981;1983-06-08;1985-10-04;"Willoch II";"Røkke";"Mona";"H";"1981-10-14";"Not dismissed";"0";0;"Female";"Higher education";849;1940;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1985;"Justisminister";2;2;0;0;1;0;1;0;0;0;"1981-10-01";1474;0;0;1,64544832306639;1;1983;43;-6,16490166414523;"Willoch";"Higher";0;849;0;0;"Justice";1;1;0;0;3,62675644813121
"351";673;1977;1979-10-08;1981-02-03;"Nordli II";"Rønbeck";"Sissel Marie";"DNA";"1977-10-12";"Not dismissed";"0";0;"Female";"High school";484;1950;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1979;1981;"Forbruker- og administrasjonsminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;0;0;1979;29;-20,1649016641452;"Nordli";"Lower";737;1221;0;0;"Administration";0;0;0;0;3,52414363098568
"352";673;1977;1981-02-04;1981-10-13;"Brundtland I";"Rønbeck";"Sissel Marie";"DNA";"1977-10-12";"Not dismissed";"0";0;"Female";"High school";251;1950;0;"Minority";"Single-party";1981-02-04;1981-10-13;251;"Ap";1981;1981;"Forbruker- og administrasjonsminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;1,32511978097194;0;1981;31;-18,1649016641452;"Brundtland";"Lower";0;251;0;0;"Administration";0;0;0;0;3,56253834178789
"353";673;1985;1986-05-09;1989-10-15;"Brundtland II";"Rønbeck";"Sissel Marie";"DNA";"1985-09-09";"Not dismissed";"0";0;"Female";"High school";1255;1950;0;"Minority";"Single-party";1986-05-09;1989-10-15;1255;"Ap";1986;1989;"Miljøvernminister";3;3;0;2;0;1;0;0;0;0;"1985-10-01";1667;1;1;2,01232032854209;1;1986;36;-13,1649016641452;"Brundtland";"Lower";0;1255;0;0;"Environment";0;0;1;1;3,70153010232154
"354";673;1993;1996-10-25;1997-10-16;"Jagland I";"Rønbeck";"Sissel Marie";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"High school";356;1950;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Samferdselsminister";0;3;3;0;0;0;0;0;0;0;"1993-10-01";1667;0;0;5,44832306639288;1;1996;46;-3,16490166414523;"Jagland";"Lower";0;356;0;0;"Transport";0;0;0;0;3,93130208304563
"355";682;1977;1979-10-08;1981-02-03;"Nordli II";"Sand";"Ulf Oscar";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"Higher education";484;1938;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1979;1981;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;0;0;1979;41;-8,16490166414523;"Nordli";"Higher";737;1221;0;0;"Finance";0;0;0;0;3,52414363098568
"356";682;1977;1981-02-04;1981-10-13;"Brundtland I";"Sand";"Ulf Oscar";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"Higher education";251;1938;0;"Minority";"Single-party";1981-02-04;1981-10-13;251;"Ap";1981;1981;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;1,32511978097194;0;1981;43;-6,16490166414523;"Brundtland";"Higher";0;251;0;0;"Finance";0;0;0;0;3,56253834178789
"357";691;1965;1965-10-12;1969-09-30;"Borten I";"Seip";"Helge";"V";"1965-09-13";"Not dismissed";"0";0;"Male";"Higher education";1449;1919;0;"Majority";"Coalition";1965-10-12;1969-09-30;1449;"H+Sp+KrF+V";1965;1969;"Kommunalminister";0;0;0;0;0;0;0;0;0;0;"1965-10-01";2934;1;1;0;1;1965;46;-3,16490166414523;"Borten";"Higher";0;1449;0;0;"Regional";0;0;0;0;2,99257877810457
"358";691;1969;1969-10-01;1970-08-29;"Borten II";"Seip";"Helge";"V";"1969-09-08";"Unknown";"0";0;"Male";"Higher education";332;1919;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1969;1970;"Kommunalminister";1;1;0;0;0;0;1;0;0;0;"1969-10-01";4063;1;1;3,96714579055441;1;1969;50;0,835098335854767;"Borten";"Higher";0;332;0;1;"Regional";0;1;0;0;3,17416766703903
"359";693;1981;1981-10-14;1983-06-07;"Willoch I";"Sellæg";"Wenche Frogn";"H";"1981-10-14";"Not dismissed";"0";0;"Female";"Higher education";601;1937;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1981;1983;"Miljøvernminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";0;0;0;0;0;1981;44;-5,16490166414523;"Willoch";"Higher";0;601;0;0;"Environment";0;0;0;0;3,58192058213912
"360";693;1985;1985-10-04;1986-05-08;"Willoch III";"Sellæg";"Wenche Frogn";"H";"1985-09-09";"Not dismissed";"0";0;"Female";"Higher education";216;1937;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1985;1986;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1985-10-01";1244;0;0;1,64544832306639;1;1985;48;-1,16490166414523;"Willoch";"Higher";3;219;0;0;"Justice";0;0;0;0;3,68675536547401
"361";693;1989;1989-10-16;1990-11-02;"Syse I";"Sellæg";"Wenche Frogn";"H";"1989-09-11";"Not dismissed";"0";0;"Female";"Higher education";382;1937;0;"Minority";"Coalition";1989-10-16;1990-11-02;382;"H+KrF+Sp";1989;1990;"Sosialminister";1;1;0;0;0;0;1;0;0;0;"1989-10-01";2322;0;0;2,23682409308693;1;1989;52;2,83509833585477;"Syse";"Higher";0;382;0;0;"Social";0;1;0;0;3,783006680756
"362";694;1965;1965-10-12;1969-09-30;"Borten I";"Selmer";"Elisabeth Schweigaard";"H";"1965-09-13";"Not dismissed";"0";0;"Female";"Higher education";1449;1923;0;"Majority";"Coalition";1965-10-12;1969-09-30;1449;"H+Sp+KrF+V";1965;1969;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1965-10-01";0;0;0;0;0;1965;42;-7,16490166414523;"Borten";"Higher";0;1449;0;0;"Justice";0;0;0;0;2,99257877810457
"363";694;1969;1969-10-01;1970-10-03;"Borten II";"Selmer";"Elisabeth Schweigaard";"H";"1969-09-08";"Unknown";"0";0;"Female";"Higher education";367;1923;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1969;1970;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;3,96714579055441;0;1969;46;-3,16490166414523;"Borten";"Higher";0;367;0;1;"Justice";0;0;0;0;3,17416766703903
"364";697;1949;1953-11-02;1954-01-10;"Torp I";"Seweriin";"Rakel";"DNA";"1949-10-10";"Not dismissed";"0";0;"Female";"Higher education";69;1906;0;"Majority";"Single-party";1951-11-19;1954-01-10;783;"Ap";1953;1954;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1949-10-01";3217;0;1;0;1;1953;47;-2,16490166414523;"Torp";"Higher";714;783;0;0;"Social";0;0;0;0;2,07875684463152
"365";697;1953;1954-01-11;1955-01-21;"Torp II";"Seweriin";"Rakel";"DNA";"1953-10-12";"Not dismissed";"0";0;"Female";"Higher education";375;1906;0;"Majority";"Single-party";1954-01-11;1955-01-21;375;"Ap";1954;1955;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";4110;0;1;0,188911704312115;1;1954;48;-1,16490166414523;"Torp";"Higher";0;375;0;0;"Social";0;0;0;0;2,10244661575392
"366";697;1953;1955-01-22;1955-08-01;"Gerhardsen IV";"Seweriin";"Rakel";"DNA";"1953-10-12";"Unkown";"0";0;"Female";"Higher education";191;1906;0;"Majority";"Single-party";1955-01-22;1958-01-10;1084;"Ap";1955;1955;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";4110;0;1;1,21560574948665;1;1955;49;-0,164901664145233;"Gerhardsen";"Higher";0;191;0;1;"Social";0;0;0;0;2,22089832411994
"367";700;1957;1960-04-23;1961-09-30;"Gerhardsen V";"Sivertsen";"Helge";"DNA";"1957-10-07";"Not dismissed";"0";0;"Male";"Higher education";525;1913;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1960;1961;"Kirke- og undervisningsminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";0;0;0;0;0;1960;47;-2,16490166414523;"Gerhardsen";"Higher";833;1358;0;0;"Education";0;0;0;0;2,67185661501141
"368";700;1961;1961-10-01;1963-08-27;"Gerhardsen VI";"Sivertsen";"Helge";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";695;1913;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1961;1963;"Kirke- og undervisningsminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;1,43737166324435;0;1961;48;-1,16490166414523;"Gerhardsen";"Higher";0;695;0;0;"Education";0;0;0;0;2,76675379921515
"369";700;1961;1963-09-25;1965-10-11;"Gerhardsen VII";"Sivertsen";"Helge";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";747;1913;0;"Minority";"Single-party";1963-09-25;1965-10-11;747;"Ap";1963;1965;"Kirke- og undervisningsminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;3,34017796030116;0;1963;50;0,835098335854767;"Gerhardsen";"Higher";0;747;0;0;"Education";0;0;0;0;2,88419254153021
"370";702;1981;1981-10-14;1983-06-07;"Willoch I";"Sjaastad";"Anders Christian";"H";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";601;1942;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1981;1983;"Forsvarsminister";2;2;0;1;1;0;0;0;0;0;"1981-10-01";0;0;0;0;0;1981;39;-10,1649016641452;"Willoch";"Higher";0;601;0;0;"Defence";1;0;0;1;3,58192058213912
"371";702;1981;1983-06-08;1985-09-30;"Willoch II";"Sjaastad";"Anders Christian";"H";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";845;1942;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1985;"Forsvarsminister";0;2;2;0;0;0;0;0;0;0;"1981-10-01";0;0;0;1,64544832306639;0;1983;41;-8,16490166414523;"Willoch";"Higher";0;845;0;0;"Defence";0;0;0;0;3,62675644813121
"372";702;1985;1985-10-01;1986-04-25;"Willoch III";"Sjaastad";"Anders Christian";"H";"1985-09-09";"Unknown";"0";0;"Male";"Higher education";206;1942;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1985;1986;"Forsvarsminister";1;3;2;1;0;0;0;0;0;0;"1985-10-01";1254;0;0;3,95893223819302;1;1985;43;-6,16490166414523;"Willoch";"Higher";0;206;0;1;"Defence";0;0;0;1;3,68654956886893
"373";703;1953;1954-06-15;1955-01-21;"Torp II";"Sjaastad";"Gustav Adolf";"DNA";"1953-10-12";"Not dismissed";"0";0;"Male";"Higher education";220;1902;0;"Majority";"Single-party";1954-01-11;1955-01-21;375;"Ap";1954;1955;"Justisminister";2;2;0;0;2;0;0;0;0;0;"1953-10-01";0;0;0;0;0;1954;52;2,83509833585477;"Torp";"Higher";155;375;0;0;"Justice";1;0;0;0;2,15298711850373
"374";703;1953;1955-01-22;1958-01-10;"Gerhardsen IV";"Sjaastad";"Gustav Adolf";"DNA";"1953-10-12";"Not dismissed";"0";0;"Male";"Higher education";1084;1902;0;"Majority";"Single-party";1955-01-22;1958-01-10;1084;"Ap";1955;1958;"Industriminister";2;4;2;0;1;0;0;0;0;1;"1953-10-01";0;0;0;0,602327173169062;0;1955;53;3,83509833585477;"Gerhardsen";"Higher";0;1084;0;0;"Industry";1;0;0;0;2,22089832411994
"375";703;1957;1958-01-11;1959-04-09;"Gerhardsen V";"Sjaastad";"Gustav Adolf";"DNA";"1957-10-07";"Unknown";"0";0;"Male";"Higher education";453;1902;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1958;1959;"Industriminister";4;8;4;1;1;0;1;0;1;0;"1957-10-01";1008;0;0;3,57015742642026;1;1958;56;6,83509833585477;"Gerhardsen";"Higher";0;453;0;1;"Industry";1;1;0;1;2,50030201838505
"376";708;1977;1981-02-04;1981-10-13;"Brundtland I";"Skau";"Bjørn";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"Higher education";251;1929;0;"Minority";"Single-party";1981-02-04;1981-10-13;251;"Ap";1981;1981;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;0;0;1981;52;2,83509833585477;"Brundtland";"Higher";0;251;0;0;"Justice";0;0;0;0;3,56253834178789
"377";709;1953;1955-01-22;1958-01-10;"Gerhardsen IV";"Skaug";"Arne";"DNA";"1953-10-12";"Not dismissed";"0";0;"Male";"Higher education";1084;1906;0;"Majority";"Single-party";1955-01-22;1958-01-10;1084;"Ap";1955;1958;"Handelsminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";0;0;0;0;0;1955;49;-0,164901664145233;"Gerhardsen";"Higher";0;1084;0;0;"Trade";0;0;0;0;2,22089832411994
"378";709;1957;1958-01-11;1961-09-30;"Gerhardsen V";"Skaug";"Arne";"DNA";"1957-10-07";"Not dismissed";"0";0;"Male";"Higher education";1358;1906;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1958;1961;"Handelsminister";2;2;0;1;0;0;1;0;0;0;"1957-10-01";0;0;0;2,9678302532512;0;1958;52;2,83509833585477;"Gerhardsen";"Higher";0;1358;0;0;"Trade";0;1;0;1;2,50030201838505
"379";709;1961;1961-10-01;1962-01-13;"Gerhardsen VI";"Skaug";"Arne";"DNA";"1961-09-11";"Unknown";"0";0;"Male";"Higher education";104;1906;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1961;1962;"Handelsminister";0;2;2;0;0;0;0;0;0;0;"1961-10-01";0;0;0;6,68583162217659;0;1961;55;5,83509833585477;"Gerhardsen";"Higher";0;104;0;1;"Trade";0;0;0;0;2,76675379921515
"380";711;1981;1981-10-14;1983-06-07;"Willoch I";"Skauge";"Arne";"H";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";601;1948;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1981;1983;"Handelsminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";1924;0;1;0;1;1981;33;-16,1649016641452;"Willoch";"Higher";0;601;0;0;"Trade";0;0;0;0;3,58192058213912
"381";711;1985;1986-04-25;1986-05-08;"Willoch III";"Skauge";"Arne";"H";"1985-09-09";"Not dismissed";"0";0;"Male";"Higher education";13;1948;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1986;1986;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1985-10-01";3164;0;1;1,64544832306639;1;1986;38;-11,1649016641452;"Willoch";"Higher";206;219;0;0;"Finance";0;0;0;0;3,70058345271402
"382";711;1989;1989-10-16;1990-11-02;"Syse I";"Skauge";"Arne";"H";"1989-09-11";"Not dismissed";"0";0;"Male";"Higher education";382;1948;0;"Minority";"Coalition";1989-10-16;1990-11-02;382;"H+KrF+Sp";1989;1990;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";4241;0;1;1,68104038329911;1;1989;41;-8,16490166414523;"Syse";"Higher";0;382;0;0;"Finance";0;0;0;0;3,783006680756
"383";712;1969;1972-10-18;1973-10-15;"Korvald I";"Skipnes";"Johan";"KrF";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";362;1909;0;"Minority";"Coalition";1972-10-18;1973-10-15;362;"KrF+Sp+V";1972;1973;"Kommunalminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;0;0;1972;63;13,8350983358548;"Korvald";"Higher";0;362;0;0;"Regional";0;0;0;0;3,29413694044242
"384";714;1965;1965-10-12;1969-09-30;"Borten I";"Skjerven";"Elsa";"KrF";"1965-09-13";"Not dismissed";"0";0;"Female";"Higher education";1449;1919;0;"Majority";"Coalition";1965-10-12;1969-09-30;1449;"H+Sp+KrF+V";1965;1969;"Familie- og forbruksminister";0;0;0;0;0;0;0;0;0;0;"1965-10-01";0;0;0;0;0;1965;46;-3,16490166414523;"Borten";"Higher";0;1449;0;0;"Social";0;0;0;0;2,99257877810457
"385";714;1969;1969-10-01;1971-03-16;"Borten II";"Skjerven";"Elsa";"KrF";"1969-09-08";"Not dismissed";"0";0;"Female";"Higher education";531;1919;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1969;1971;"Familie- og forbruksminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;3,96714579055441;0;1969;50;0,835098335854767;"Borten";"Higher";0;531;0;0;"Social";0;0;0;0;3,17416766703903
"386";717;1961;1963-02-04;1963-08-27;"Gerhardsen VI";"Skogly";"Oscar";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";204;1908;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1963;1963;"Kommunalminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";2717;0;1;0;1;1963;55;5,83509833585477;"Gerhardsen";"Higher";491;695;0;0;"Regional";0;0;0;0;2,84788157931125
"387";719;1969;1972-10-18;1973-10-15;"Korvald I";"Skulberg";"Anton";"Sp";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";362;1921;0;"Minority";"Coalition";1972-10-18;1973-10-15;362;"KrF+Sp+V";1972;1973;"Kirke- og undervisningsminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";1114;0;0;0;1;1972;51;1,83509833585477;"Korvald";"Higher";0;362;0;0;"Education";0;0;0;0;3,29413694044242
"388";720;1977;1979-10-08;1981-02-03;"Nordli II";"Skytøen";"Las Mauritz";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"Secondary school";484;1929;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1979;1981;"Industriminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;0;0;1979;50;0,835098335854767;"Nordli";"Lower";737;1221;0;0;"Industry";0;0;0;0;3,52414363098568
"389";740;1969;1971-03-17;1972-10-17;"Bratteli I";"Steen";"Reiulf";"DNA";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";580;1933;0;"Minority";"Single-party";1971-03-17;1972-10-17;580;"Ap";1971;1972;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;0;0;1971;38;-11,1649016641452;"Bratteli";"Higher";0;580;0;0;"Transport";0;0;0;0;3,23330914918197
"390";740;1977;1979-10-08;1981-02-03;"Nordli II";"Steen";"Reiulf";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"Higher education";484;1933;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1979;1981;"Handelsminister";1;1;0;0;1;0;0;0;0;0;"1977-10-01";975;0;1;1,58795345653662;1;1979;46;-3,16490166414523;"Nordli";"Higher";737;1221;0;0;"Trade";1;0;0;0;3,52414363098568
"391";748;1977;1979-10-08;1981-02-03;"Nordli II";"Stoltenberg";"Thorvald";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"Higher education";484;1931;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1979;1981;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;0;0;1979;48;-1,16490166414523;"Nordli";"Higher";737;1221;0;0;"Defence";0;0;0;0;3,52414363098568
"392";748;1977;1981-02-04;1981-10-13;"Brundtland I";"Stoltenberg";"Thorvald";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"Higher education";251;1931;0;"Minority";"Single-party";1981-02-04;1981-10-13;251;"Ap";1981;1981;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;1,32511978097194;0;1981;50;0,835098335854767;"Brundtland";"Higher";0;251;0;0;"Defence";0;0;0;0;3,56253834178789
"393";748;1985;1987-03-09;1989-10-15;"Brundtland II";"Stoltenberg";"Thorvald";"DNA";"1985-09-09";"Not dismissed";"0";0;"Male";"Higher education";951;1931;0;"Minority";"Single-party";1986-05-09;1989-10-15;1255;"Ap";1987;1989;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1985-10-01";0;0;0;2,01232032854209;0;1987;56;6,83509833585477;"Brundtland";"Higher";304;1255;0;0;"Foreign affairs";0;0;0;0;3,72186797217221
"394";748;1989;1990-11-03;1993-04-02;"Brundtland III";"Stoltenberg";"Thorvald";"DNA";"1989-09-11";"Unknown";"0";0;"Male";"Higher education";881;1931;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1990;1993;"Utenriksminister";1;1;0;1;0;0;0;0;0;0;"1989-10-01";0;0;0;4,61601642710472;0;1990;59;9,83509833585477;"Brundtland";"Higher";0;881;0;1;"Foreign affairs";0;0;0;1;3,80658643546751
"395";757;1969;1970-05-22;1971-03-16;"Borten II";"Stray";"Svenn Thorkild";"H";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";298;1922;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1970;1971;"Utenriksminister";1;1;0;0;0;0;1;0;0;0;"1969-10-01";5545;1;1;0;1;1970;48;-1,16490166414523;"Borten";"Higher";233;531;0;0;"Foreign affairs";0;1;0;0;3,20050133540842
"396";757;1981;1981-10-14;1983-06-07;"Willoch I";"Stray";"Svenn Thorkild";"H";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";601;1922;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1981;1983;"Utenriksminister";0;1;1;0;0;0;0;0;0;0;"1981-10-01";8481;1;1;0,815879534565366;1;1981;59;9,83509833585477;"Willoch";"Higher";0;601;0;0;"Foreign affairs";0;0;0;0;3,58192058213912
"397";757;1981;1983-06-08;1985-09-30;"Willoch II";"Stray";"Svenn Thorkild";"H";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";845;1922;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1985;"Utenriksminister";2;3;1;0;1;0;1;0;0;0;"1981-10-01";8481;1;1;2,46132785763176;1;1983;61;11,8350983358548;"Willoch";"Higher";0;845;0;0;"Foreign affairs";1;1;0;0;3,62675644813121
"398";757;1985;1985-10-01;1986-05-08;"Willoch III";"Stray";"Svenn Thorkild";"H";"1985-09-09";"Not dismissed";"0";0;"Male";"Higher education";219;1922;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1985;1986;"Utenriksminister";0;3;3;0;0;0;0;0;0;0;"1985-10-01";8481;0;0;4,77481177275838;1;1985;63;13,8350983358548;"Willoch";"Higher";0;219;0;0;"Foreign affairs";0;0;0;0;3,68654956886893
"399";766;1981;1983-06-08;1985-09-30;"Willoch II";"Surlien";"Rakel";"Sp";"1981-10-14";"Not dismissed";"0";0;"Female";"Higher education";845;1944;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1985;"Miljøvernminister";1;1;0;0;0;0;1;0;0;0;"1981-10-01";0;0;0;0;0;1983;39;-10,1649016641452;"Willoch";"Higher";0;845;0;0;"Environment";0;1;0;0;3,62675644813121
"400";766;1985;1985-10-01;1986-05-08;"Willoch III";"Surlien";"Rakel";"Sp";"1985-09-09";"Not dismissed";"0";0;"Female";"Higher education";219;1944;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1985;1986;"Miljøvernminister";0;1;1;0;0;0;0;0;0;0;"1985-10-01";0;0;0;2,31348391512663;0;1985;41;-8,16490166414523;"Willoch";"Higher";0;219;0;0;"Environment";0;0;0;0;3,68654956886893
"401";778;1981;1983-09-16;1985-10-04;"Willoch II";"Syse";"Jan Peder";"H";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";749;1930;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1985;"Industriminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";3638;1;1;0;1;1983;53;3,83509833585477;"Willoch";"Higher";100;849;0;0;"Industry";0;0;0;0;3,634013374028
